"","Suburb","%2015-2016","%2006-2016","Growth PA","year","price","type"
"7174","BOX HILL SOUTH","8","182","10.9","2015","1153000","house"
"7175","BRAYBROOK","14","178","10.8","2015","550000","house"
"7176","BREAKWATER","4","55","4.5","2015","267500","house"
"7177","BRIAGOLONG","23","88","6.5","2015","215000","house"
"7178","BRIAR HILL","6","96","6.9","2015","680000","house"
"7179","BRIGHT","12","72","5.6","2015","392500","house"
"7180","BRIGHTON","18","115","8.0","2015","2300000","house"
"7181","BRIGHTON EAST","9","124","8.4","2015","1600500","house"
"7182","BROADFORD","7","44","3.7","2015","267500","house"
"7183","BROADMEADOWS","12","101","7.2","2015","370500","house"
"7184","BROOKFIELD","6","38","3.3","2015","340000","house"
"7185","BROOKLYN","14","154","9.8","2015","602000","house"
"7186","BROWN HILL","22","54","4.4","2015","270000","house"
"7187","BRUNSWICK","13","128","8.6","2015","860000","house"
"7188","BRUNSWICK EAST","9","132","8.8","2015","892000","house"
"7189","BRUNSWICK WEST","27","161","10.1","2015","866500","house"
"7190","BULLEEN","3","137","9.0","2015","1095000","house"
"7191","BUNDALONG","7","38","3.3","2015","372500","house"
"7192","BUNDOORA","8","103","7.3","2015","600000","house"
"7193","BUNINYONG","3","47","3.9","2015","359000","house"
"7194","BUNYIP","-14","41","3.5","2015","420000","house"
"7195","BURNLEY","22","160","10.0","2015","999000","house"
"7196","BURNSIDE","24","84","6.3","2015","415000","house"
"7197","BURNSIDE HEIGHTS","13","83","6.2","2015","460000","house"
"7198","BURWOOD","0","148","9.5","2015","1190000","house"
"7199","BURWOOD EAST","3","160","10.0","2015","982000","house"
"7200","BUXTON","-9","18","1.7","2015","311500","house"
"7201","CAIRNLEA","12","80","6.1","2015","540000","house"
"7202","CALIFORNIA GULLY","-1","43","3.7","2015","256500","house"
"7203","CAMBERWELL","7","141","9.2","2015","1915000","house"
"7204","CAMPBELLFIELD","12","72","5.6","2015","375000","house"
"7205","CAMPBELLS CREEK","10","76","5.8","2015","387500","house"
"7206","CAMPERDOWN","0","31","2.7","2015","216500","house"
"7207","CANADIAN","0","77","5.9","2015","345000","house"
"7208","CANTERBURY","3","115","8.0","2015","2538000","house"
"7209","CAPE PATERSON","2","29","2.6","2015","350000","house"
"7210","CAPE SCHANCK","2","55","4.5","2015","655000","house"
"7211","CAPEL SOUND","14","91","6.7","2015","390000","house"
"7212","CARDIGAN","2","NA","NA","2015","233500","house"
"7213","CARDIGAN VILLAGE","7","117","8.0","2015","415000","house"
"7214","CARISBROOK","-2","26","2.4","2015","200000","house"
"7215","CARLTON","24","197","11.5","2015","1219500","house"
"7216","CARLTON NORTH","12","121","8.3","2015","1177500","house"
"7217","CARNEGIE","3","131","8.8","2015","1292500","house"
"7218","CAROLINE SPRINGS","10","80","6.0","2015","480000","house"
"7219","CARRUM","22","131","8.7","2015","611000","house"
"7220","CARRUM DOWNS","16","79","6.0","2015","370000","house"
"7221","CASTERTON","26","19","1.8","2015","100000","house"
"7222","CASTLEMAINE","7","81","6.1","2015","380000","house"
"7223","CAULFIELD","3","134","8.9","2015","1650000","house"
"7224","CAULFIELD EAST","13","150","9.6","2015","1167500","house"
"7225","CAULFIELD NORTH","16","137","9.0","2015","1875000","house"
"7226","CAULFIELD SOUTH","9","132","8.8","2015","1380000","house"
"7227","CHADSTONE","10","151","9.6","2015","927500","house"
"7228","CHARLTON","-11","75","5.7","2015","179500","house"
"7229","CHELSEA","18","142","9.3","2015","730000","house"
"7230","CHELSEA HEIGHTS","9","113","7.8","2015","598000","house"
"7231","CHELTENHAM","14","125","8.5","2015","870000","house"
"7232","CHELTENHAM EAST","13","117","8.1","2015","770000","house"
"7233","CHELTENHAM NORTH","20","140","9.1","2015","750000","house"
"7234","CHEWTON","8","129","8.6","2015","369000","house"
"7235","CHILTERN","14","28","2.5","2015","220000","house"
"7236","CHIRNSIDE PARK","14","97","7.0","2015","550500","house"
"7237","CHURCHILL","6","46","3.8","2015","172500","house"
"7238","CLARINDA","10","127","8.6","2015","682500","house"
"7239","CLAYTON","3","181","10.9","2015","973000","house"
"7240","CLAYTON NORTH","3","169","10.4","2015","1060000","house"
"7241","CLAYTON SOUTH","13","142","9.2","2015","676500","house"
"7242","CLIFTON HILL","12","128","8.6","2015","1085000","house"
"7243","CLIFTON SPRINGS","6","46","3.9","2015","345000","house"
"7244","CLUNES","4","86","6.4","2015","245000","house"
"7245","CLYDE","11","53","4.4","2015","397000","house"
"7246","CLYDE NORTH","11","-12","-1.3","2015","418000","house"
"7247","COBDEN","-8","-9","-0.9","2015","178500","house"
"7248","COBRAM","12","28","2.5","2015","236000","house"
"7249","COBURG","12","129","8.6","2015","778000","house"
"7250","COBURG EAST","15","127","8.5","2015","655000","house"
"7251","COBURG NORTH","17","152","9.7","2015","667500","house"
"7252","COCKATOO","12","73","5.6","2015","385500","house"
"7253","COHUNA","-11","11","1.1","2015","180000","house"
"7254","COLAC","6","36","3.2","2015","245000","house"
"7255","COLDSTREAM","14","89","6.6","2015","441000","house"
"7256","COLERAINE","-6","-4","-0.4","2015","96000","house"
"7257","COLLINGWOOD","0","110","7.7","2015","919000","house"
"7258","CONNEWARRE","11","257","13.6","2015","805000","house"
"7259","COOLAROO","12","70","5.4","2015","302500","house"
"7260","COONANS HILL","17","135","8.9","2015","743000","house"
"7261","CORINELLA","-14","28","2.5","2015","370000","house"
"7262","CORIO","4","47","3.9","2015","240000","house"
"7263","CORONET BAY","10","48","4.0","2015","240000","house"
"7264","CORRYONG","2","11","1.0","2015","160000","house"
"7265","COWES","-4","26","2.3","2015","420000","house"
"7266","COWES WEST","12","41","3.5","2015","328500","house"
"7267","CRAIGIEBURN","9","71","5.5","2015","390000","house"
"7268","CRANBOURNE","13","86","6.4","2015","360000","house"
"7269","CRANBOURNE EAST","4","72","5.6","2015","438500","house"
"7270","CRANBOURNE NORTH","12","99","7.1","2015","410000","house"
"7271","CRANBOURNE WEST","17","82","6.2","2015","350000","house"
"7272","CREMORNE","-1","128","8.6","2015","1030000","house"
"7273","CRESWICK","8","57","4.6","2015","265000","house"
"7274","CRIB POINT","16","80","6.1","2015","350000","house"
"7275","CROYDON","16","137","9.0","2015","605000","house"
"7276","CROYDON HILLS","5","100","7.2","2015","698500","house"
"7277","CROYDON NORTH","13","127","8.5","2015","702500","house"
"7278","CROYDON SOUTH","9","134","8.9","2015","600000","house"
"7279","CURLEWIS","6","NA","NA","2015","381000","house"
"7280","DALLAS","7","80","6.0","2015","321500","house"
"7281","DALYSTON","-1","55","4.4","2015","257000","house"
"7282","DANDENONG","12","113","7.9","2015","490000","house"
"7283","DANDENONG NORTH","15","120","8.2","2015","481000","house"
"7284","DARLEY","-5","57","4.6","2015","377500","house"
"7285","DARNUM","-18","90","6.6","2015","346500","house"
"7286","DAYLESFORD","1","60","4.8","2015","440000","house"
"7287","DEEPDENE","-10","139","9.1","2015","2800000","house"
"7288","DEER PARK","13","105","7.4","2015","390000","house"
"7289","DELACOMBE","10","42","3.6","2015","290000","house"
"7290","DELAHEY","14","90","6.6","2015","400000","house"
"7291","DENNINGTON","0","38","3.3","2015","345000","house"
"7292","DERRIMUT","13","49","4.0","2015","468000","house"
"7293","DIAMOND CREEK","12","88","6.5","2015","580000","house"
"7294","DIGGERS REST","8","68","5.3","2015","325000","house"
"7295","DIMBOOLA","18","54","4.4","2015","109500","house"
"7296","DINGLEY VILLAGE","13","113","7.9","2015","690000","house"
"7297","DINNER PLAIN","11","38","3.3","2015","359000","house"
"7298","DON VALLEY","30","156","9.9","2015","387500","house"
"7299","DONALD","13","23","2.1","2015","125000","house"
"7300","DONCASTER","2","169","10.4","2015","1250000","house"
"7301","DONCASTER EAST","10","168","10.4","2015","1113500","house"
"7302","DONVALE","1","131","8.7","2015","990000","house"
"7303","DOREEN","8","35","3.0","2015","440000","house"
"7304","DOVETON","16","131","8.7","2015","348000","house"
"7305","DROMANA","5","88","6.5","2015","553500","house"
"7306","DROUIN","8","61","4.9","2015","320000","house"
"7307","DRUMCONDRA","-1","85","6.4","2015","787500","house"
"7308","DRYSDALE","-2","58","4.7","2015","414000","house"
"7309","DUNKELD","8","4","0.4","2015","191500","house"
"7310","DUNOLLY","8","40","3.4","2015","167500","house"
"7311","EAGLE POINT","-20","30","2.7","2015","335000","house"
"7312","EAGLEHAWK","-5","37","3.2","2015","283000","house"
"7313","EAGLEMONT","9","122","8.3","2015","1730000","house"
"7314","EAST BAIRNSDALE","5","15","1.4","2015","202500","house"
"7315","EAST BENDIGO","1","40","3.4","2015","300000","house"
"7316","EAST GEELONG","16","96","7.0","2015","440000","house"
"7317","EAST MELBOURNE","31","213","12.1","2015","2750000","house"
"7318","EAST WARBURTON","21","88","6.5","2015","305000","house"
"7319","EASTWOOD","7","21","1.9","2015","335000","house"
"7320","ECHUCA","4","27","2.4","2015","297500","house"
"7321","EDENHOPE","25","20","1.8","2015","115000","house"
"7322","EDITHVALE","22","140","9.1","2015","766000","house"
"7323","EILDON","6","47","3.9","2015","208500","house"
"7324","ELLIMINYT","13","64","5.1","2015","318000","house"
"7325","ELMORE","8","91","6.7","2015","200000","house"
"7326","ELSTERNWICK","1","110","7.7","2015","1615500","house"
"7327","ELTHAM","9","91","6.7","2015","750000","house"
"7328","ELTHAM NORTH","12","113","7.8","2015","758000","house"
"7329","ELWOOD","4","113","7.8","2015","1631000","house"
"7330","EMERALD","10","80","6.1","2015","502000","house"
"7331","ENDEAVOUR HILLS","11","106","7.5","2015","497000","house"
"7332","EPPING","15","77","5.9","2015","400000","house"
"7333","EPSOM","0","33","2.9","2015","340000","house"
"7334","ESSENDON","9","144","9.3","2015","1212500","house"
"7335","ESSENDON NORTH","17","131","8.7","2015","808000","house"
"7336","ESSENDON WEST","0","126","8.5","2015","920000","house"
"7337","EUMEMMERRING","12","91","6.7","2015","408500","house"
"7338","EUREKA","11","41","3.5","2015","247500","house"
"7339","EUROA","13","68","5.3","2015","235500","house"
"7340","EYNESBURY","14","0","NA","2015","403500","house"
"7341","FAIRFIELD","13","142","9.2","2015","1111500","house"
"7342","FAIRHAVEN","14","61","4.9","2015","897500","house"
"7343","FAWKNER","15","127","8.6","2015","510000","house"
"7344","FERNTREE GULLY","10","127","8.6","2015","599000","house"
"7345","FERNY CREEK","16","132","8.8","2015","621000","house"
"7346","FINGAL","-3","243","13.1","2015","857500","house"
"7347","FITZROY","14","141","9.2","2015","1297500","house"
"7348","FITZROY NORTH","9","131","8.8","2015","1188000","house"
"7349","FIVEWAYS","10","44","3.7","2015","380000","house"
"7350","FLEMINGTON","11","130","8.7","2015","830000","house"
"7351","FLINDERS","44","72","5.6","2015","839000","house"
"7352","FLORA HILL","1","43","3.7","2015","321000","house"
"7353","FLOWERDALE","-17","2","0.2","2015","252500","house"
"7354","FOOTSCRAY","12","127","8.6","2015","690000","house"
"7355","FOREST HILL","5","160","10.0","2015","890000","house"
"7356","FOSTER","-3","35","3.1","2015","325000","house"
"7357","FRANKSTON","11","92","6.7","2015","426000","house"
"7358","FRANKSTON NORTH","19","101","7.2","2015","297000","house"
"7359","FRANKSTON SOUTH","10","94","6.9","2015","620000","house"
"7360","FRASER RIDGE","2","NA","NA","2015","469000","house"
"7361","FRASER RISE","8","NA","NA","2015","447000","house"
"7362","GARDEN CITY","8","129","8.7","2015","1320000","house"
"7363","GARFIELD","10","70","5.5","2015","370000","house"
"7364","GEELONG","-5","81","6.1","2015","607500","house"
"7365","GEELONG WEST","11","108","7.6","2015","490000","house"
"7366","GEMBROOK","22","110","7.7","2015","440000","house"
"7367","GISBORNE","15","127","8.5","2015","550000","house"
"7368","GLADSTONE PARK","14","94","6.9","2015","460000","house"
"7369","GLEN HUNTLY","4","180","10.8","2015","1350000","house"
"7370","GLEN IRIS","6","141","9.2","2015","1802000","house"
"7371","GLEN WAVERLEY","-1","168","10.3","2015","1220000","house"
"7372","GLENGARRY","-3","36","3.1","2015","286000","house"
"7373","GLENROWAN","21","11","1.0","2015","225000","house"
"7374","GLENROY","5","111","7.7","2015","560000","house"
"7375","GOLDEN BEACH","18","34","3.0","2015","180000","house"
"7376","GOLDEN POINT (BALLARAT)","14","57","4.6","2015","259000","house"
"7377","GOLDEN SQUARE","3","56","4.6","2015","306000","house"
"7378","GORDON","-5","49","4.0","2015","297500","house"
"7379","GOUGHS BAY","-11","27","2.4","2015","265000","house"
"7380","GOWANBRAE","8","72","5.6","2015","573000","house"
"7381","GRANTVILLE","6","47","3.9","2015","250000","house"
"7382","GREEN LAKE","8","88","6.5","2015","281500","house"
"7383","GREENSBOROUGH","13","102","7.3","2015","635000","house"
"7384","GREENVALE","9","38","3.2","2015","502500","house"
"7385","GROVEDALE","8","57","4.6","2015","370000","house"
"7386","HADFIELD","12","118","8.1","2015","550000","house"
"7387","HALLAM","7","87","6.5","2015","424000","house"
"7388","HALLS GAP","11","5","0.5","2015","245000","house"
"7389","HAMILTON","8","11","1.0","2015","200000","house"
"7390","HAMLYN HEIGHTS","8","80","6.1","2015","382500","house"
"7391","HAMPTON","8","107","7.5","2015","1645000","house"
"7392","HAMPTON EAST","17","146","9.4","2015","1020000","house"
"7393","HAMPTON PARK","11","86","6.4","2015","370000","house"
"7394","HARKAWAY","19","108","7.6","2015","550000","house"
"7395","HARKNESS","4","52","4.3","2015","350000","house"
"7396","HASTINGS","10","78","5.9","2015","365000","house"
"7397","HASTINGS WEST","13","99","7.1","2015","299000","house"
"7398","HAWTHORN","17","161","10.0","2015","1932500","house"
"7399","HAWTHORN EAST","-3","117","8.0","2015","1885000","house"
"7400","HEALESVILLE","2","82","6.2","2015","445000","house"
"7401","HEATHCOTE","13","66","5.2","2015","240000","house"
"7402","HEATHERTON","10","87","6.4","2015","771000","house"
"7403","HEATHMONT","5","139","9.1","2015","758000","house"
"7404","HEIDELBERG","9","137","9.0","2015","1060000","house"
"7405","HEIDELBERG HEIGHTS","7","120","8.2","2015","675000","house"
"7406","HEIDELBERG WEST","9","142","9.3","2015","580000","house"
"7407","HEPBURN","-5","69","5.4","2015","395000","house"
"7408","HEPBURN SPRINGS","11","67","5.3","2015","375000","house"
"7409","HERNE HILL","8","80","6.1","2015","369000","house"
"7410","HEYFIELD","7","51","4.2","2015","182500","house"
"7411","HEYWOOD","-5","2","0.2","2015","173000","house"
"7412","HIGHETT","17","154","9.8","2015","992500","house"
"7413","HIGHTON","10","63","5.0","2015","505000","house"
"7414","HILLSIDE (MELTON)","12","86","6.4","2015","470000","house"
"7415","HOPETOUN","7","5","0.4","2015","75000","house"
"7416","HOPPERS CROSSING","14","84","6.3","2015","365500","house"
"7417","HORSHAM","2","44","3.7","2015","240000","house"
"7418","HUGHESDALE","5","153","9.7","2015","1165000","house"
"7419","HUNTINGDALE","10","149","9.5","2015","835000","house"
"7420","HUNTLY","-4","42","3.5","2015","355000","house"
"7421","HURSTBRIDGE","11","84","6.3","2015","547500","house"
"7422","INDENTED HEAD","10","63","5.0","2015","382500","house"
"7423","INGLEWOOD","-24","53","4.3","2015","200000","house"
"7424","INVERLEIGH","4","103","7.3","2015","355000","house"
"7425","INVERLOCH","4","51","4.2","2015","425000","house"
"7426","INVERMAY PARK","-7","26","2.3","2015","405000","house"
"7427","IRONBARK","12","83","6.2","2015","319000","house"
"7428","IRYMPLE","-1","20","1.9","2015","268000","house"
"7429","IVANHOE","9","135","8.9","2015","1280000","house"
"7430","IVANHOE EAST","15","126","8.5","2015","1535000","house"
"7431","JACANA","12","96","7.0","2015","374500","house"
"7432","JACKASS FLAT","-2","73","5.6","2015","350500","house"
"7433","JAMIESON","-15","20","1.8","2015","258500","house"
"7434","JAN JUC","16","100","7.2","2015","615000","house"
"7435","JEERALANG NORTH","-20","17","1.6","2015","175000","house"
"7436","JEPARIT","44","73","5.7","2015","89000","house"
"7437","JOLIMONT","45","54","4.4","2015","2237500","house"
"7438","JUNCTION VILLAGE","5","95","6.9","2015","370000","house"
"7439","JUNORTOUN","17","89","6.6","2015","417500","house"
"7440","KALIMNA","-10","29","2.5","2015","300000","house"
"7441","KALLISTA","9","80","6.1","2015","523000","house"
"7442","KALORAMA","5","80","6.1","2015","496000","house"
"7443","KANGAROO FLAT","-1","36","3.2","2015","304000","house"
"7444","KANGAROO GROUND SOUTH","3","60","4.8","2015","650000","house"
"7445","KANIVA","18","31","2.7","2015","100000","house"
"7446","KEALBA","18","97","7.0","2015","400000","house"
"7447","KEILOR","17","110","7.7","2015","698500","house"
"7448","KEILOR DOWNS","13","103","7.3","2015","496500","house"
"7449","KEILOR EAST","13","118","8.1","2015","640000","house"
"7450","KEILOR LODGE","9","90","6.6","2015","555500","house"
"7451","KEILOR PARK","10","102","7.3","2015","565000","house"
"7452","KENNINGTON","4","52","4.3","2015","334000","house"
"7453","KENSINGTON","10","107","7.6","2015","823500","house"
"7454","KERANG","9","5","0.5","2015","152000","house"
"7455","KEW","9","157","9.9","2015","2052500","house"
"7456","KEW EAST","-3","143","9.3","2015","1600000","house"
"7457","KEW NORTH","8","148","9.5","2015","1665000","house"
"7458","KEYSBOROUGH","18","140","9.1","2015","560000","house"
"7459","KIALLA","1","13","1.2","2015","367500","house"
"7460","KILCUNDA","21","62","4.9","2015","400000","house"
"7461","KILLARA (WODONGA)","18","79","6.0","2015","360000","house"
"7462","KILMORE","-1","29","2.6","2015","336500","house"
"7463","KILSYTH","12","120","8.2","2015","547000","house"
"7464","KILSYTH SOUTH","9","92","6.7","2015","676000","house"
"7465","KINGLAKE","3","68","5.3","2015","340000","house"
"7466","KINGS PARK","17","95","6.9","2015","355000","house"
"7467","KINGSBURY","9","109","7.6","2015","560000","house"
"7468","KINGSVILLE","16","132","8.8","2015","785000","house"
"7469","KNOXFIELD","6","143","9.3","2015","687000","house"
"7470","KOO WEE RUP","16","83","6.3","2015","345000","house"
"7471","KOONDROOK","-17","15","1.4","2015","198500","house"
"7472","KOOYONG","-19","101","7.2","2015","3400000","house"
"7473","KOROIT","1","40","3.4","2015","292500","house"
"7474","KORUMBURRA","-3","36","3.2","2015","262500","house"
"7475","KURUNJANG","7","51","4.2","2015","289500","house"
"7476","KYABRAM","-3","25","2.3","2015","240000","house"
"7477","KYNETON","7","112","7.8","2015","425500","house"
"7478","LAKE BOGA","-10","69","5.4","2015","245000","house"
"7479","LAKE GARDENS","4","55","4.5","2015","461000","house"
"7480","LAKE TYERS BEACH","-17","17","1.6","2015","325000","house"
"7481","LAKE WENDOUREE","-1","89","6.6","2015","685000","house"
"7482","LAKES ENTRANCE","10","14","1.3","2015","255500","house"
"7483","LALOR","12","99","7.1","2015","445000","house"
"7484","LANCEFIELD","0","51","4.2","2015","360000","house"
"7485","LANG LANG","14","78","6.0","2015","316500","house"
"7486","LANGWARRIN","12","87","6.5","2015","450000","house"
"7487","LARA","2","42","3.6","2015","348000","house"
"7488","LARA LAKE","5","44","3.7","2015","375000","house"
"7489","LAUNCHING PLACE","19","85","6.3","2015","366000","house"
"7490","LAVERTON","14","132","8.8","2015","377500","house"
"7491","LAVERTON SOUTH","17","95","6.9","2015","450000","house"
"7492","LENEVA","2","11","1.0","2015","370500","house"
"7493","LEONGATHA","1","30","2.6","2015","305000","house"
"7494","LEOPOLD","12","55","4.5","2015","365000","house"
"7495","LILYDALE","19","94","6.8","2015","535000","house"
"7496","LINDENOW","0","18","1.6","2015","212500","house"
"7497","LINTON","33","16","1.5","2015","152000","house"
"7498","LISMORE","23","20","1.8","2015","115000","house"
"7499","LOCH SPORT","23","15","1.4","2015","145000","house"
"7500","LONG GULLY","-3","37","3.2","2015","244000","house"
"7501","LONGWARRY","6","97","7.0","2015","310000","house"
"7502","LORNE","-16","9","0.8","2015","895000","house"
"7503","LOVELY BANKS","21","55","4.5","2015","388500","house"
"7504","LOWER PLENTY","18","120","8.2","2015","770000","house"
"7505","LUCAS","-10","NA","NA","2015","389500","house"
"7506","LUCKNOW","1","12","1.1","2015","230000","house"
"7507","LYNBROOK","9","78","5.9","2015","498500","house"
"7508","LYNDHURST","7","82","6.2","2015","547500","house"
"7509","LYSTERFIELD","8","112","7.8","2015","780000","house"
"7510","LYSTERFIELD SOUTH","22","125","8.5","2015","1018500","house"
"7511","MACEDON","10","94","6.9","2015","540000","house"
"7512","MACLEOD","13","145","9.4","2015","760000","house"
"7513","MADDINGLEY","5","58","4.7","2015","330000","house"
"7514","MAFFRA","12","58","4.7","2015","230000","house"
"7515","MAIDEN GULLY","11","71","5.5","2015","430000","house"
"7516","MAIDSTONE","7","122","8.3","2015","630000","house"
"7517","MALDON","16","65","5.1","2015","340000","house"
"7518","MALLACOOTA","14","26","2.3","2015","288500","house"
"7519","MALMSBURY","-13","70","5.4","2015","397500","house"
"7520","MALVERN","3","124","8.4","2015","2230000","house"
"7521","MALVERN EAST","8","145","9.4","2015","1605000","house"
"7522","MANIFOLD HEIGHTS","27","96","7.0","2015","489500","house"
"7523","MANOR LAKES","8","48","4.0","2015","385000","house"
"7524","MANSFIELD","1","54","4.4","2015","360000","house"
"7525","MARENGO","4","53","4.4","2015","577500","house"
"7526","MARIBYRNONG","12","108","7.6","2015","837500","house"
"7527","MARLO","-10","26","2.3","2015","335500","house"
"7528","MARONG","-9","37","3.2","2015","364000","house"
"7529","MARSHALL","6","58","4.7","2015","377000","house"
"7530","MARYBOROUGH","9","49","4.0","2015","190000","house"
"7531","MCCRAE","15","91","6.7","2015","600000","house"
"7532","MCKENZIE HILL","8","55","4.5","2015","429500","house"
"7533","MCKINNON","13","165","10.2","2015","1490000","house"
"7534","MEADOW HEIGHTS","6","59","4.7","2015","350000","house"
"7535","MELTON","10","60","4.8","2015","255000","house"
"7536","MELTON SOUTH","7","63","5.0","2015","260000","house"
"7537","MELTON WEST","12","52","4.3","2015","300000","house"
"7538","MENTONE","0","87","6.5","2015","955000","house"
"7539","MENZIES CREEK","3","88","6.5","2015","580000","house"
"7540","MERBEIN","-6","17","1.6","2015","180000","house"
"7541","MERINDA PARK","12","96","7.0","2015","345000","house"
"7542","MERNDA","5","39","3.4","2015","410000","house"
"7543","MERRICKS BEACH","-4","37","3.2","2015","842500","house"
"7544","MERRIJIG (MANSFIELD)","15","43","3.7","2015","292500","house"
"7545","METUNG","20","38","3.3","2015","299000","house"
"7546","MICKLEHAM","18","NA","NA","2015","380000","house"
"7547","MIDDLE PARK","-7","140","9.1","2015","2317000","house"
"7548","MILDURA","3","30","2.7","2015","252000","house"
"7549","MILL PARK","16","98","7.0","2015","483000","house"
"7550","MILLGROVE","7","69","5.4","2015","275000","house"
"7551","MINERS REST","-1","32","2.8","2015","335000","house"
"7552","MINYIP","-15","21","1.9","2015","94000","house"
"7553","MIRBOO NORTH","7","71","5.5","2015","262000","house"
"7554","MITCHAM","6","159","10.0","2015","888000","house"
"7555","MITCHELL PARK","0","39","3.3","2015","260000","house"
"7556","MOE","6","39","3.3","2015","162500","house"
"7557","MOGGS CREEK","15","87","6.5","2015","670000","house"
"7558","MONBULK","10","96","7.0","2015","471500","house"
"7559","MONT ALBERT","3","172","10.5","2015","1860000","house"
"7560","MONT ALBERT NORTH","5","178","10.8","2015","1380000","house"
"7561","MONTMORENCY","7","118","8.1","2015","732000","house"
"7562","MONTROSE","12","115","8.0","2015","559000","house"
"7563","MOONEE PONDS","8","109","7.6","2015","1012000","house"
"7564","MOORABBIN","14","124","8.4","2015","855000","house"
"7565","MOOROOLBARK","11","116","8.0","2015","560000","house"
"7566","MOOROOPNA","-5","4","0.4","2015","230000","house"
"7567","MORDIALLOC","11","135","8.9","2015","850500","house"
"7568","MORNINGTON","13","110","7.7","2015","641000","house"
"7569","MORTLAKE","25","0","NA","2015","120000","house"
"7570","MORWELL","1","25","2.2","2015","152000","house"
"7571","MOUNT BEAUTY","-3","5","0.4","2015","189500","house"
"7572","MOUNT CLEAR","5","45","3.8","2015","322500","house"
"7573","MOUNT DANDENONG","5","90","6.6","2015","612500","house"
"7574","MOUNT DUNEED","-22","NA","NA","2015","545000","house"
"7575","MOUNT ELIZA","14","90","6.7","2015","832000","house"
"7576","MOUNT EVELYN","11","103","7.3","2015","494000","house"
"7577","MOUNT HELEN","-1","37","3.2","2015","355000","house"
"7578","MOUNT MACEDON","18","83","6.2","2015","635000","house"
"7579","MOUNT MARTHA","21","97","7.0","2015","785000","house"
"7580","MOUNT PLEASANT","1","69","5.4","2015","293500","house"
"7581","MOUNT WAVERLEY","0","172","10.5","2015","1268000","house"
"7582","MULGRAVE","2","121","8.2","2015","765500","house"
"7583","MURCHISON","13","18","1.7","2015","165000","house"
"7584","MURRUMBEENA","7","136","8.9","2015","1201500","house"
"7585","MURTOA","7","30","2.7","2015","91000","house"
"7586","MYRTLEFORD","8","16","1.5","2015","242000","house"
"7587","NAGAMBIE","-9","55","4.5","2015","360500","house"
"7588","NAR NAR GOON","-18","84","6.3","2015","550000","house"
"7589","NARRE WARREN","13","87","6.5","2015","430000","house"
"7590","NARRE WARREN NORTH","-3","88","6.5","2015","782500","house"
"7591","NARRE WARREN SOUTH","10","77","5.9","2015","480000","house"
"7592","NATHALIA","4","23","2.1","2015","178000","house"
"7593","NATIMUK","1","24","2.1","2015","161000","house"
"7594","NEERIM SOUTH","23","92","6.7","2015","280000","house"
"7595","NERRINA","-1","178","10.8","2015","522500","house"
"7596","NEW GISBORNE","8","41","3.5","2015","498000","house"
"7597","NEWBOROUGH","2","43","3.7","2015","220000","house"
"7598","NEWCOMB","7","63","5.0","2015","290500","house"
"7599","NEWHAVEN","-5","39","3.3","2015","480000","house"
"7600","NEWINGTON","8","52","4.3","2015","345000","house"
"7601","NEWLANDS ARM","14","163","10.2","2015","332500","house"
"7602","NEWPORT","15","124","8.4","2015","825000","house"
"7603","NEWSTEAD","2","89","6.6","2015","365000","house"
"7604","NEWTOWN (GEELONG)","12","102","7.3","2015","642500","house"
"7605","NHILL","9","49","4.1","2015","128000","house"
"7606","NICHOLS POINT","-5","66","5.2","2015","370000","house"
"7607","NIDDRIE","8","117","8.0","2015","835000","house"
"7608","NOBLE PARK","18","142","9.3","2015","515000","house"
"7609","NOBLE PARK NORTH","15","116","8.0","2015","491500","house"
"7610","NORLANE","9","71","5.5","2015","216500","house"
"7611","NORTH BENDIGO","-3","51","4.2","2015","287500","house"
"7612","NORTH GEELONG","0","52","4.3","2015","337500","house"
"7613","NORTH MELBOURNE","29","134","8.9","2015","926000","house"
"7614","NORTH WONTHAGGI","-6","23","2.1","2015","276500","house"
"7615","NORTHCOTE","15","152","9.7","2015","1010000","house"
"7616","NOTTING HILL","12","161","10.1","2015","780000","house"
"7617","NUMURKAH","-11","11","1.1","2015","219000","house"
"7618","NUNAWADING","9","167","10.3","2015","880000","house"
"7619","NYAH","-3","30","2.7","2015","160000","house"
"7620","NYORA","19","71","5.5","2015","245000","house"
"7621","OAK PARK","22","124","8.4","2015","663000","house"
"7622","OAKLEIGH","6","147","9.5","2015","999000","house"
"7623","OAKLEIGH EAST","0","152","9.7","2015","985000","house"
"7624","OAKLEIGH SOUTH","8","133","8.8","2015","830000","house"
"7625","OCEAN GROVE","8","72","5.5","2015","518500","house"
"7626","OFFICER","3","50","4.2","2015","384500","house"
"7627","OLINDA","12","95","6.9","2015","553500","house"
"7628","ORBOST","10","16","1.5","2015","145000","house"
"7629","ORMOND","18","135","8.9","2015","1300000","house"
"7630","OSBORNE","10","94","6.8","2015","580000","house"
"7631","OUYEN","14","85","6.3","2015","105500","house"
"7632","PAKENHAM","9","62","5.0","2015","365500","house"
"7633","PARADISE BEACH","6","33","2.9","2015","188500","house"
"7634","PARK ORCHARDS","9","130","8.7","2015","1225000","house"
"7635","PARKDALE","12","111","7.7","2015","960000","house"
"7636","PARKVILLE","36","120","8.2","2015","1360500","house"
"7637","PASCOE VALE","10","127","8.5","2015","720000","house"
"7638","PASCOE VALE SOUTH","12","118","8.1","2015","745000","house"
